title,abstract,authors,keywords,affiliations,month,link,journal_name,year,volume,issue,author_first,year_master,year_std
The relationship between return and market value of common stocks,"This study examines the empirical relationship between the return and the total market value of NYSE common stocks. It is found that smaller firms have had higher risk adjusted returns, on average, than larger firms. This ‘size effect’ has been in existence for at least forty years and is evidence that the capital asset pricing model is misspecified. The size effect is not linear in the market value; the main effect occurs for very small firms while there is little difference in return between average sized and large firms. It is not known whether size per se is responsible for the effect or whether size is just a proxy for one or more true unknown factors correlated with size.",['Rolf W. Banz'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X81900180,Journal of Financial Economics,-2.03882149032905,9,1,Rolf W. Banz,1981,166.6895208464058
Comments on Whaley's note,"Valuation by duplication is a useful conceptual technique but it does not yield unique formula. Many duplicating portfolios, some simpler than the three security portfolio in Roll and Whaley, exist for this problem. Valuing the actual single security will generally yield conceptually and computationally simpler solutions.",['Robert Geske'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X81900143,Journal of Financial Economics,-2.03882149032905,9,2,Robert Geske,1981,166.6895208464058
Mutual fund insurance,"During the 1970's, mutual fund insurance was sold in the U.S. by the Harleysville and Prudential Insurance Companies. This paper examines the valuation and demand for this insurance. It illustrates that because of its design, for many plausible combinations of model parameters, a competitive premium need not exist for the Harleysville contract. A competitive premium will always exist for the Prudential policy, however the value is directly related to the age of the purchaser. Harleysville charged the same premium to all funds and therefore was subject to adverse selection. Evidence of this effect is provided by illustrating that the demand for the insurance was directly related to its competitive market value.","['Mary Ann Gatto', 'Robert Geske', 'Robert Litzenberger', 'Howard Sosin']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X80900045,Journal of Financial Economics,-2.122979774939017,8,3,Mary Ann Gatto,1980,166.60537671675087
Measuring security price performance,"Event studies focus on the impact of particular types of firm-specific events on the prices of the affected firms' securities. In this paper, observed stock return data are employed to examine various methodologies which are used in event studies to measure security price performance. Abnormal performance is introduced into this data. We find that a simple methodology based on the market model performs well under a wide variety of conditions. In some situations, even simpler methods which do not explicitly adjust for marketwide factors or for risk perform no worse than the market model. We also show how misuse of any of the methodologies can result in false inferences about the presence of abnormal performance.","['Stephen J. Brown', 'Jerold B. Warner']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X80900021,Journal of Financial Economics,-2.122979774939017,8,3,Stephen J. Brown,1980,166.60537671675087
Optimal capital structure under corporate and personal taxation,"In this paper, a model of corporate leverage choice is formulated in which corporate and differential personal taxes exist and supply side adjustments by firms enter into the determination of equilibrium relative prices of debt and equity. The presence of corporate tax shield substitutes for debt such as accounting depreciation, depletion allowances, and investment tax credits is shown to imply a market equilibrium in which each firm has a unique interior optimum leverage decision (with or without leverage-related costs). The optimal leverage model yields a number of interesting predictions regarding cross-sectional and time-series properties of firms' capital structures. Extant evidence bearing on these predictions is examined.","['Harry DeAngelo', 'Ronald W. Masulis']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X80900197,Journal of Financial Economics,-2.122979774939017,8,1,Harry DeAngelo,1980,166.60537671675087
The Mayers-Rice conjecture,"Mayers and Rice conjecture that an investor with better information will on average plot above the security market line as drawn by uninformed investors. This paper demonstrates that this conjecture is false in general, by constructing a counterexample. However, the Mayers-Rice conjecture is really part of a much broader hypothesis concerning whether increases in expected returns correspond to increases in expected utilities. It is shown that this latter hypothesis is true when the investor has an exponential or logarithmic utility function.",['Robert E. Verrecchia'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X80900239,Journal of Financial Economics,-2.122979774939017,8,1,Robert E. Verrecchia,1980,166.60537671675087
An ex ante analysis of put-call parity,"The authors previously had extended the theoretical put-call parity models developed by Stoll (1969) and Merton (1973) to include a dividend term. Ex post tests of the models were generally consistent with market efficiency, but a sufficient number of hedges had high enough returns to warrant analysis of ex ante results. The purpose of this study was to construct hedges 5 and 15 minutes after they were initially identified as having an ex post return in excess of $20 per hedge. The results indicate that mispriced options adjust and that economic profit is sensitive to the level of transaction costs and unlikely even for member firms.","['Robert C. Klemkosky', 'Bruce G. Resnick']",[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X80900082,Journal of Financial Economics,-2.122979774939017,8,4,Robert C. Klemkosky,1980,166.60537671675087
Corporate leverage and growth the game-theoretic issues,"The equilibrium value of a levered firm facing growth opportunities is shown to involve the valuation of a lottery over (cooperative) games rather than a lottery over specific monetary outcomes. In the absence of assumptions about negotiating risk, the value of the firm's claims is seen to be ambiguous even with zero transactions costs. This ambiguity is compounded if the core of the game is empty. This paper rationalizes specific financial instruments and institutions as means for attenuating negotiation costs and core existence problems. Furthermore, the valuation of these instruments requires determining the certainty-equivalent of a lottery over games.","['Varouj A. Aivazian', 'Jeffrey L. Callen']",[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X80900094,Journal of Financial Economics,-2.122979774939017,8,4,Varouj A. Aivazian,1980,166.60537671675087
On estimating the expected return on the market,"The expected market return is a number frequently required for the solution of many investment and corporate finance problems, but by comparison with other financial variables, there has been little research on estimating this expected return. Current practice for estimating the expected market return adds the historical average realized excess market returns to the current observed interest rate. While this model explicitly reflects the dependence of the market return on the interest rate, it fails to account for the effect of changes in the level of market risk. Three models of equilibrium expected market returns which reflect this dependence are analyzed in this paper. Estimation procedures which incorporate the prior restriction that equilibrium expected excess returns on the market must be positive are derived and applied to return data for the period 1926–1978. The principal conclusions from this exploratory investigation are: (1) in estimating models of the expected market return, the non-negativity restriction of the expected excess return should be explicity included as part of the specification: (2) estimators which use realized returns should be adjusted for heteroscedasticity.",['Robert C. Merton'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X80900070,Journal of Financial Economics,-2.122979774939017,8,4,Robert C. Merton,1980,166.60537671675087
Discretely adjusted option hedges,"This paper analyses the distribution of returns on a hedged portfolio, consisting of a European call option and its associated stock, when the portfolio is rebalanced at discrete time intervals. Under the assumptions of the Black-Scholes model this distribution is particularly skew. In tests of the average return on a hedged portfolio this skewness leads to biased t-statistics. The paper explores the nature and extent of this bias and suggests procedures for overcoming it. Other aspects of discrete hedging are also discussed.","['Phelim P. Boyle', 'David Emanuel']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X80900033,Journal of Financial Economics,-2.122979774939017,8,3,Phelim P. Boyle,1980,166.60537671675087
Stock returns and the weekend effect,"This paper examines two alternative models of the process generating stock returns. Under the calendar time hypothesis, the process operates continuously and the expected return for Monday is three times the expected return for other days of the week. Under the trading time hypothesis, returns are generated only during active trading and the expected return is the same for each day of the week. During most of the period studied, from 1953 through 1977, the daily returns to the Standard and Poor's composite portfolio are inconsistent with both models. Although the average return for the other four days of the week was positive, the average for Monday was significantly negative during each of five-year subperiods.",['Kenneth R. French'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X80900215,Journal of Financial Economics,-2.122979774939017,8,1,Kenneth R. French,1980,166.60537671675087
"Merger proposals, management discretion and stockholder wealth","This paper provides evidence on the daily market reaction to the announcement and subsequent acceptance or rejection of merger proposals. There is a swift and large positive market reaction to the first public announcement of the merger proposal. Subsequently, there is a positive reaction to the approval of completed proposals and a negative reaction to cancelled proposals. Where proposals are vetoed by incumbent target management, there is a negative market reaction to the veto, but this does not eliminate the earlier positive reaction to the first announcement. In these proposals there is a permanent revaluation of the target shares. This is in contrast to cancelled proposals that incumbent managements do not veto, where the target stock price falls back, on average, to the preproposal level.",['Peter Dodd'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X80900148,Journal of Financial Economics,-2.122979774939017,8,2,Peter Dodd,1980,166.60537671675087
Trading costs for listed options,"This paper reexamines the anomalous evidence concerning the efficiency of the listed options exchanges. We focus on the structure of trading costs in that market, and note several costs which generally have been ignored, the largest of which is the bid-ask spread. When we adjust the published trading rules for our estimates of these trading costs, the reported abnormal returns are eliminated.","['Susan M. Phillips', 'Clifford W. Smith']",[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X80900161,Journal of Financial Economics,-2.122979774939017,8,2,Susan M. Phillips,1980,166.60537671675087
The effects of capital structure change on security prices,"This study considers the impact of capital structure change announcements on security prices. Statistically significant price adjustments in firms' common stock, preferred stock and debt related to these announcements are documented and alternative causes for these price changes are examined. The evidence is consistent with both corporate tax and wealth redistribution effects. There is also evidence that firms make decisions which do not maximize stockholder wealth. In addition, a new approach to testing the significance of public announcements on security returns is presented.",['Ronald W. Masulis'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X8090015X,Journal of Financial Economics,-2.122979774939017,8,2,Ronald W. Masulis,1980,166.60537671675087
Dealership market,"This study considers the problem of a price-setting monopolistic market-maker in a dealership market where the stochastic demand and supply are depicted by price-dependent Poisson processes [following Garman (1976)]. The crux of the analysis is the dependence of the bid-ask prices on the market-maker's stock inventory position. We derive the optimal policy and its characteristics and compare it to Garman's. The results are shown to be consistent with some conjectures and observed phenomena, like the existence of a ‘preferred’ inventory position and the downward monotonicity of the bid-ask prices. For linear demand and supply functions we derive the behavior of the bid-ask spread and show that the transaction-to-transaction price behavior is intertemporally dependent. However, we prove that it is impossible to make a profit on this price dependence by trading against the market-maker. Thus, in this situation, serially dependent price-changes are consistent with the market efficiency hypothesis.","['Yakov Amihud', 'Haim Mendelson']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X80900203,Journal of Financial Economics,-2.122979774939017,8,1,Yakov Amihud,1980,166.60537671675087
Admissible uncertainty in the intertemporal asset pricing model,"We embed the Sharpe-Lintner, two-parameter asset pricing theory in an intertemporal general equilibrium model. The investment opportunity set changes stochastically over time; in general the short-term and long-term interest rates and the distribution of the rate of return of the market portfolio are non-stationary. This non-stationarity, which is admissible in the Sharpe-Lintner model, has two implications: First, it may bias econometric methods which fail to explicitly take into account the non-stationarity. Second, the sequential application of the Sharpe-Lintner model in the discounting of stochastic cash flows becomes computationally complex and of little practical use.",['George M. Constantinides'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X80900227,Journal of Financial Economics,-2.122979774939017,8,1,George M. Constantinides,1980,166.60537671675087
The market speed of adjustment to new information,"A definition of market adjustment is proposed in terms of the time it takes market attributes to reflect new information. Properties of the proposed definition are discussed. In order to operationalize the concept, a statistical method is introduced to estimate the adjustment times. Empirical examples are used to illustrate the proposed method. Some possible economic interpretations are given. The properties of the estimator are also investigated by simulation and analytical methods.","['S.C. Hillmer', 'P.L. Yu']",[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X79900023,Journal of Financial Economics,-2.2071380595489845,7,4,S.C. Hillmer,1979,166.52123258709597
Coupon and tax effects on new and seasoned bond yields and the measurement of the cost of debt capital,"A model of the tax structure of interest rates is developed and simple approximate expressions relating yield to coupon are derived. The effect on these simple expressions of alternative assumptions about holding period length, expectations of future interest rates, and other factors, is evaluated. It is shown that with recent U.S. yield averages the new-seasoned yield spread varies with the new-seasoned coupon spread as the theory prescribes. It is concluded that new issue yield averages should provide a more reliable measure of the cost of debt capital than is provided by seasoned yield averages.","['Robert J. Shiller', 'Franco Modigliani']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X79900175,Journal of Financial Economics,-2.2071380595489845,7,3,Robert J. Shiller,1979,166.52123258709597
"Information dissemination, market efficiency and the frequency of transactions","Casual observers of the New York Stock Exchange are often dumbfounded by the frenetic behavior of its participants. If asked how such chaos generates accurate prices many academicians would reply that the ability to transact frequently is a virtue since it promotes prompt information dissemination and therefore market efficiency. However, in contrast to the NYSE where, during trading hours, trades may be consumated almost continuously, the Paris Stock Exchange trades each security only a handful of times a day. This continental contrast in market structure led us to reexamine the role of speed in markets. We have discovered that if sufficient uncertainty surrounds the dissemination of information, frequent transacting may be deleterious to market efficiency. In fact, in our paradigm we are able to show that our measure of market efficiency may be maximized when there is a unique, non-zero time interval between consecutive trades. The measure of efficiency used throughout the paper is minus the mean squared error. This measure was chosen to focus upon the information content of prices at times when they are posted (i.e., at times of tâtonnements). For this purpose we ignore costs of illiquidity and costs associated with obsolete information that would occur between tâtonnements. In this restricted sphere, maximazation of our efficiency measure is consistent with maximizing Social Pareto Optimality.","['M. Barry Goldman', 'Howard B. Sosin']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X79900217,Journal of Financial Economics,-2.2071380595489845,7,1,M. Barry Goldman,1979,166.52123258709597
A reply to Mayers and Rice (1979),"Mayers and Rice do not resolve the basic problem in portfolio performance evaluation with the securities market line, the ambiguity introduced by being obliged to choose a market index. Other performance evaluation techniques exist and possess some superior qualities. The Mayers-Rice discussion of my critique of the capital asset pricing model (CAPM) fails to recognize the CAPM's unusual testing implications and ignores the existence of alternative asset pricing theories. Residual analysis should give approximately correct estimates of the abnormal returns caused by specific events if it is conducted with the market model.",['Richard Roll'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X79900060,Journal of Financial Economics,-2.2071380595489845,7,4,Richard Roll,1979,166.52123258709597
Measuring portfolio performance and the empirical content of asset pricing models,"Recent work by Richard Roll has challenged the worth of portfolio performance measures based on the capital asset pricing model. This paper demonstrates that Roll's conclusions are due to his focusing on a ‘truly’ ex-ante efficient index. Using a choice and information theoretic framework, we show that an appropriate index is efficient relative to the probabilities assessed by the ‘market’. Residual analyses and portfolio performance tests, using such an index, yield meaningful results for a wide class of information structures. Roll's primary criticisms, however, relate to tests of the asset pricing model itself. We argue that these criticisms are vastly overstated.","['David Mayers', 'Edward M. Rice']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X79900205,Journal of Financial Economics,-2.2071380595489845,7,1,David Mayers,1979,166.52123258709597
Asymmetric information and portfolio performance measurement,"This note argues that though Dave Mayers and Edward Rice were able to show that the CAPM could be used to detect superior investors in a world of asymmetric information, their demonstration does not resurrect the CAPM as a practical tool for performance measurement. To employ the Mayers-Rice model, an investment advisor would first have to determine that the CAPM holds for uninformed investors. As a means of avoiding the problem of testing the CAPM, a performance measure based only on returns is outlined. The measure is robust in that it would correctly designate superior investors in context of the CAPM, the arbitrage pricing model and many other equilibrium models of security pricing.",['Bradford Cornell'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X79900059,Journal of Financial Economics,-2.2071380595489845,7,4,Bradford Cornell,1979,166.52123258709597
A note on an analytical valuation formula for unprotected American call options on stocks with known dividends,This note provides simple analytic formulas for the value of an American call option on a stock with known dividends.,['Robert Geske'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X79900047,Journal of Financial Economics,-2.2071380595489845,7,4,Robert Geske,1979,166.52123258709597
An intertemporal asset pricing model with stochastic consumption and investment opportunities,"This paper derives a single-beta asset pricing model in a multi-good, continuous-time model with uncertain consumption-goods prices and uncertain investment opportunities. When no riskless asset exists, a zero-beta pricing model is derived. Asset betas are measured relative to changes in the aggregate real consumption rate, rather than relative to the market. In a single-good model, an individual's asset portfolio results in an optimal consumption rate that has the maximum possible correlation with changes in aggregate consumption. If the capital markets are unconstrained Pareto-optimal, then changes in all individuals' optimal consumption rates are shown to be perfectly correlated.",['Douglas T. Breeden'],[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X79900163,Journal of Financial Economics,-2.2071380595489845,7,3,Douglas T. Breeden,1979,166.52123258709597
The effect of personal taxes and dividends on capital asset prices,"This paper derives an after tax version of the Capital Asset Pricing Model. The model accounts for a progressive tax scheme and for wealth and income related constraints on borrowing. The equilibrium relationship indicates that before-tax expected rates of return are linearly related to systematic risk and to dividend yield. The sample estimates of the variances of observed betas are used to arrive at maximum likelihood estimators of the coefficients. The results indicate that, unlike prior studies, there is a strong positive relationship between dividend yield and expected return for NYSE stocks. Evidence is also presented for a clientele effect.","['Robert H. Litzenberger', 'Krishna Ramaswamy']",[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X79900126,Journal of Financial Economics,-2.2071380595489845,7,2,Robert H. Litzenberger,1979,166.52123258709597
Financial leverage clienteles,"This paper examines the hypothesis that investors will sort themselves out into tax-induced ‘financial leverage clienteless’ in which the common stocks of highly levered firms will be held by individuals with low personal tax rates, while the shares of firms with little or no leverage will be held by individuals with high personal tax rates. Although the idea of financial leverage clienteless has appeared in the literature before, the immediate motivation for this investigation is a recent paper by Merton Miller. In that paper he argues that under the current U.S. tax structure, personal taxes will offset corporate taxes such that in equilibrium the value of any individual firm will be independent of its use of debt financing. We extend his analysis to show specifically the way in which financial leverage clienteles would come about in his assumed tax environment. We then conduct some direct empirical tests of the leverage clientele hypothesis. These tests can also be viewed as indirect tests of Miller's new proposition on the irrelevance of capital structures. The results of the tests are mixed: The relationship between corporate leverage policies and investors' tax rates is statistically significant, but its magnitude is less than would be predicted by the theory.","['E. Han Kim', 'Wilbur G. Lewellen', 'John J. McConnell']",[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X79900230,Journal of Financial Economics,-2.2071380595489845,7,1,E. Han Kim,1979,166.52123258709597
Option pricing: A simplified approach,"This paper presents a simple discrete-time model for valuing options. The fundamental economic principles of option pricing by arbitrage methods are particularly clear in this setting. Its development requires only elementary mathematics, yet it contains as a special limiting case the celebrated Black-Scholes model, which has previously been derived only by much more difficult methods. The basic model readily lends itself to generalization in many ways. Moreover, by its very construction, it gives rise to a simple and efficient numerical procedure for valuing options for which premature exercise may be optimal.","['John C. Cox', 'Stephen A. Ross', 'Mark Rubinstein']",[],[],September,https://www.sciencedirect.com//science/article/pii/0304405X79900151,Journal of Financial Economics,-2.2071380595489845,7,3,John C. Cox,1979,166.52123258709597
The valuation of compound options,"This paper presents a theory for pricing options on options, or compound options. The method can be generalized to value many corporate liabilities. The compound call option formula derived herein considers a call option on stock which is itself an option on the assets of the firm. This perspective incorporates leverage effects into option pricing and consequently the variance of the rate of return on the stock is not constant as Black-Scholes assumed, but is instead a function of the level of the stock price. The Black-Scholes formula is shown to be a special case of the compound option formula. This new model for puts and calls corrects some important biases of the Black-Scholes model.",['Robert Geske'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X79900229,Journal of Financial Economics,-2.2071380595489845,7,1,Robert Geske,1979,166.52123258709597
Risk measurement when shares are subject to infrequent trading,"When shares are traded infrequently, beta estimates are often severely biased. This paper reviews the problems introduced by infrequent trading, and presents a method for measuring beta when share price data suffer from this problem. The method is used with monthly returns for a one-in-three random sample of all U.K. Stock Exchange shares from 1955 to 1974. Most of the bias in conventional beta estimates is eliminated when the proposed estimators are used in their place.",['Elroy Dimson'],[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X79900138,Journal of Financial Economics,-2.2071380595489845,7,2,Elroy Dimson,1979,166.52123258709597
Liquidity preference under uncertainty: A model of dynamic investment in illiquid opportunities,"Whereas frictionless exchange markets provide a high degree of liquidity for financial assets, investments in real assets and productive capacity may be very costly to modify, and thus effectively irreversible in the short-run. This paper addresses the problem of an investor (individual or enterprise) who must allocate a limited resource to productive investments over time. Investment opportunities arrive in a random sequence and are irreversible in the short-run: thus investment decisions are made under uncertainty as to future opportunities (which may have to be foregone). The analysis demonstrates that a rational investor will demand a higher return on long-lasting opportunities than on those which are instantaneously reversible. The liquidity premium increases with the average duration of the non-liquid investments.","['Carliss Y. Baldwin', 'Richard F. Meyer']",[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X79900035,Journal of Financial Economics,-2.2071380595489845,7,4,Carliss Y. Baldwin,1979,166.52123258709597
On financial contracting,"With risky debt outstanding, stockholder actions aimed at maximizing the value of their equity claim can result in a reduction in the value of both the firm and its outstanding bonds. We examine ways in which debt contracts are written to control the conflict between bondholders and stockholders. We find that extensive direct restrictions on production/investment policy would be expensive to employ and are not observed. However, dividend and financing policy restrictions are written to give stockholders incentives to follow a firm-value-maximizing production/investment policy. Taking into account how contracts control the bondholder- stockholder conflict leads to a number of testable propositions about the specific form of the debt contract that a firm will choose.","['Clifford W. Smith', 'Jerold B. Warner']",[],[],June,https://www.sciencedirect.com//science/article/pii/0304405X79900114,Journal of Financial Economics,-2.2071380595489845,7,2,Clifford W. Smith,1979,166.52123258709597
An arbitrage model of the term structure of interest rates,"A formula for the price of default-free discount bonds of all maturities is found using a Black- Scholes type of arbitrage model which is based on the assumption that a portfolio of three default-free discount bonds of distinct maturities can be managed to be a perfect substitute for any other default-free discount bond. The formula relates the price of bonds to the real rate of interest, the anticipated rate of inflation and the equilibrium prices of interest rate and inflation risks. Bond prices are shown to be the expected value of the sure nominal proceeds of the bond discounted to the present at a random discount rate. It is shown that the unbiased expectations hypothesis is in general inconsistent with this model.",['Scott F. Richard'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X78900193,Journal of Financial Economics,-2.2912963441589516,6,1,Scott F. Richard,1978,166.43708845744104
Anomalies in relationships between securities' yields and yield-surrogates,"A literature survey reveals consistent excess returns after public announcements of firms' earnings. If the information in publicly-announced earnings is a public good, then these results seem inconsistent with equilibrium in the securities market: public goods, being without private cost, should earn no private return. Alternative explanations of this anomaly are considered. The most likely explanation is that earnings variables proxy for omitted variables or other misspecification effects in the two-parameter model: that the measured market portfolio is not mean-variance efficient. Similar anomalies and explanations apply to other ‘yield-surrogates’, including dividend yields and Value Line ratings.",['Ray Ball'],[],[],June–September,https://www.sciencedirect.com//science/article/pii/0304405X78900260,Journal of Financial Economics,-2.2912963441589516,6,2,Ray Ball,1978,166.43708845744104
Generalized two parameter asset pricing models,A series of empirically refutable generalized two parameter asset pricing models that linearly relate risk and return are identified for the power (and quadratic) utility members of the linear risk tolerance capital asset pricing models. Five possible power utility models and the mean variance model are tested to determine whether one model might provide a more accurate description of security pricing. The major empirical result is that the data do not allow us to distinguish between the models.,['Robert R. Grauer'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X78900181,Journal of Financial Economics,-2.2912963441589516,6,1,Robert R. Grauer,1978,166.43708845744104
Market proxies and the conditional prediction of returns,"Ex post efficient proxies for the market portfolio are tested against the equal weight proxy. The equal weight proxy outperforms the others when the criterion is squared error of conditional prediction of returns. The ex post efficient proxies use maximum likelihood estimates of return. Stein estimates of return will generally be different from the maximum likelihood estimates and they necessarily correspond to market proxies which are not efficient ex post. In other words, there generally exists a better, inefficient, proxy than an ex post efficient proxy when the criterion is squared error of conditional prediction of return.",['I.G. Morgan'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X78900119,Journal of Financial Economics,-2.2912963441589516,6,4,I.G. Morgan,1978,166.43708845744104
Empirical tests of boundary conditions for CBOE options,"In this paper the lower boundary conditions for traded options are derived and subjected to empirical testing. Two hypotheses are formulated based on the theoretical conditions and tested on data on call options traded on the Chicago Board Options Exchange. The first hypothesis argues that the stock and options markets are well synchronized so that simultaneous closing prices are within the theoretical boundaries. The evidence in the ex post test is inconsistent with this hypothesis. The second hypothesis claims the markets to be efficient. The tests are directed toward the question whether arbitrage profits could actually have been made on the Exchange by exploiting the violations of the dominance condition. The tests, carried out as ex ante tests, indicate that positive profits could have been exploited on the average, but the magnitude of the average was small relative to the dispersion of the yields.",['Dan Galai'],[],[],June–September,https://www.sciencedirect.com//science/article/pii/0304405X78900296,Journal of Financial Economics,-2.2912963441589516,6,2,Dan Galai,1978,166.43708845744104
Systematic ‘abnormal’ returns after quarterly earnings announcements,"Numerous studies observe abnormal returns after the announcement of quarterly earnings. Ball (1978) suggests those returns are not evidence of market inefficiency, but instead are due to deficiencies in the capital asset-pricing model. This paper tests whether abnormal returns are observed when steps are taken to reduce the effect of deficiencies in the capital asset-pricing model. Significant abnormal returns are observed, but do not cover the transactions costs unless one can avoid direct transactions costs (e.g., a broker). The paper also investigates whether those abnormal returns can be attributed to a deficiency in the capital asset-pricing model. The conclusion is they cannot.",['Ross L. Watts'],[],[],June–September,https://www.sciencedirect.com//science/article/pii/0304405X78900272,Journal of Financial Economics,-2.2912963441589516,6,2,Ross L. Watts,1978,166.43708845744104
The market valuation of cash dividends,"Since early 1956 Citizens Utilities Company has had two classes of common stock which are virtually identical in all respects except dividend payout. One class pays only stock dividends, the other class pays only cash dividends, and the corporate charter requires that the dividends per share on the two classes be of equivalent value. Under an I.R.S. ruling granted to Citizens Utilities in 1955 and a ‘grandfather clause’ in the 1969 Tax Reform Act, the stock dividends are not taxable as ordinary income. (No other publicly held firm has such a ruling and, in general, the 1969 Act made stock dividends of this type taxable.) Given these circumstances, the price-dividend history of the Citizens Utilities shares provides a view of the effects of alternative payout policies which, to an exceptional degree, is free of confounding factors. Close examination of this history implies that, if anything, claims to cash dividends have commanded a slight premium in the market over claims to equal amounts (before taxes) of capital gains.",['John B. Long'],[],[],June–September,https://www.sciencedirect.com//science/article/pii/0304405X78900314,Journal of Financial Economics,-2.2912963441589516,6,2,John B. Long,1978,166.43708845744104
Valuation of general contingent claims,"The Black-Scholes equation for the price u(x,t) of a call option for a single share of common stock with dividend policy d(x,t) is 12σ2x2uxx+(rx−d(x,t))ux−ru−ut=0, 0<x, 0<t<T, with boundary conditions u(x,0)=max(0,x−E), 0≤x, u(0,t)=0, 0≤t≤T.",['Alan Gleit'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X78900211,Journal of Financial Economics,-2.2912963441589516,6,1,Alan Gleit,1978,166.43708845744104
The information content of option prices and a test of market efficiency,"The Black-Scholes option pricing model, as generalized for dividend payments by Merton, is used to calculate implied variances of future stock returns. These variances are found to be better predictors of future stock return variances than those obtained from historic stock price data. A trading strategy is developed that exploits the informational content of the implied variances. The trading strategy, contrary to the efficient market hypothesis, produces abnormally high returns.","['Donald P. Chiras', 'Steven Manaster']",[],[],June–September,https://www.sciencedirect.com//science/article/pii/0304405X78900302,Journal of Financial Economics,-2.2912963441589516,6,2,Donald P. Chiras,1978,166.43708845744104
The pricing of supershares,"The new ‘supershare’ securities proposed by Hakansson (1977, 1976) are subject to the same sort of rickless-hedge combinations as are other forms of secondary securities such as stock options. In consequence, the prices of supershares must, even in the absence of distributional assumptions, obey certain pricing relationships with each other and with the underlying primary security. When the primary security is assumed in addition to follow a geometric Brownian motion process, exact supershare valuation formulae of the Black-Scholes (1973) type are obtained. The ‘hedge portfolio algebra’ of Garman (1976) is employed to make the analysis concise.",['Mark B. Garman'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X7890017X,Journal of Financial Economics,-2.2912963441589516,6,1,Mark B. Garman,1978,166.43708845744104
On the term structure of interest rates,"The paper presents a valuation formula for default free bonds for a certain class of tastes when the instantaneously riskfree rate of interest follows a geometric Wiener process. Properties of the resulting term structure of interest rates are studied, and an application of the analysis to the pricing of Treasury Bills is proposed.",['L.Uri Dothan'],[],[],March,https://www.sciencedirect.com//science/article/pii/0304405X7890020X,Journal of Financial Economics,-2.2912963441589516,6,1,L.Uri Dothan,1978,166.43708845744104
An application of a three-factor performance index to measure stockholder gains from merger,"This article re-examines the magnitude of stockholder gains from merger. To measure stockholder gains we employ four alternative two-factor market-industry models in combination with a matched non-merging control group. The four two-factor models are based on either the capital asset pricing model or Black's (1972) zero-beta model combined with two alternative industry factors. The four models are shown to produce generally consistent results. However, the results from a two-factor model are sometimes different from the results of a simpler one-factor model. Also, the introduction of a third factor, the non-merging control group, is shown to have a substantial impact on performance measurement.",['Terence C. Langetieg'],[],[],December,https://www.sciencedirect.com//science/article/pii/0304405X78900107,Journal of Financial Economics,-2.2912963441589516,6,4,Terence C. Langetieg,1978,166.43708845744104
