Token,Frequency,Year
habit format,1,2011
earn manag,1,2011
m&a,1,2011
flight-to-qu,1,2011
leverag deficit,1,2011
method of pay,1,2011
cultur,1,2011
inform institut,1,2011
social institut,1,2011
egalitarian,1,2011
cultur distanc,1,2011
intern invest,1,2011
cross-list,1,2011
econom disast,1,2011
foreign direct invest,1,2011
acquir return,1,2011
limit of diversif,1,2011
bond pric,1,2011
alpha,1,2011
blockhold,1,2011
trade market varianc,1,2011
real econom activ,1,2011
treasuri return,1,2011
stock market return,1,2011
joint predict,1,2011
yield curv,1,2011
affin model,1,2011
gambl,1,2011
incumb,1,2011
backdat,1,2011
trade volum,1,2011
merger negoti,1,2011
demand uncertainti,1,2011
risk av,1,2011
manageri compen,1,2011
capit invest,1,2011
invest frict,1,2011
volatil tim,1,2011
founder,1,2011
pay-for-perform sensit,1,2011
limits-to-arbitrag,1,2011
perform evalu,1,2011
momentum,1,2011
condit capm,1,2011
equiti carve-out,2,2011
altern invest,2,2011
collat,2,2011
crash risk,2,2011
cash hold,2,2011
dividend,2,2011
market tim,2,2011
securit,2,2011
market liquid,2,2011
agenc theori,2,2011
corpor invest,2,2011
financi distress,2,2011
labor realloc,1,2011
divestitur,1,2011
board of director,1,2011
closur,1,2011
endogen financ constraint,1,2011
optim contract,1,2011
takeov premium,1,2011
privat firm,1,2011
asset growth,1,2011
restructur,1,2011
firm boundari,1,2011
theori of the firm,1,2011
post-merg perform,1,2011
market microstructur,1,2011
organiz capit,1,2011
corpor payout polici,1,2011
underwrit,2,2011
secur market regul,1,2011
market manipul,1,2011
broker–ag conflict,1,2011
law and financ,1,2011
mean-vari relat,1,2011
consumpt,1,2011
individu investor,1,2011
trend chas,1,2011
intern polit cris,1,2011
behavior bia,1,2011
rare disast,1,2011
stock opt,1,2011
selloff,1,2011
risk-return tradeoff,1,2011
compen,2,2011
monitor,2,2011
volatil smirk,2,2011
payout polici,3,2011
volatil,3,2011
ownership structur,3,2011
portfolio cho,3,2011
asymmetr inform,3,2011
ipo,3,2011
asset pric,3,2011
execut compen,3,2011
firm valu,3,2011
insid trad,3,2011
product market competit,3,2011
merger,3,2011
syndic loan,3,2011
acquisit,3,2011
capit structur,4,2011
equiti premium,4,2011
ceo turnov,4,2011
liquid risk,4,2011
financi crisi,4,2011
bankruptci,4,2011
mutual fund,5,2011
merger and acquisit,5,2011
institut investor,7,2011
liquid,7,2011
hedg fund,8,2011
corpor govern,8,2011
stock return,3,2011
spin-off,1,2011
predict,3,2011
real opt,2,2011
ceo compen,2,2011
impli volatil,2,2011
ventur capit,2,2011
credit r,2,2011
target capit structur,2,2011
learn,2,2011
financi institut,2,2011
independ director,2,2011
system risk,2,2011
econom growth,2,2011
option,2,2011
market integr,2,2011
market effici,3,2011
transpar,2,2011
regul,2,2011
return predict,2,2011
risk factor,2,2011
investor senti,2,2011
invest,2,2011
perform,2,2011
takeov,2,2011
bank loan,2,2011
govern,2,2011
predict regress,2,2011
household financ,2,2011
valu premium,2,2011
trade strategi,2,2011
financ deci,1,2011
bank,3,2011
stock option contract design,1,2011
financi health,1,2011
liquid network,1,2011
state guarant,1,2011
access to financ,1,2011
flow-driven trad,1,2011
credit lin,1,2011
non-fundament risk,1,2011
panel data,1,2011
financ panel data,1,2011
time-vari risk premium,1,2011
payrol growth,1,2011
hire r,1,2011
search and match frict,1,2011
labor market,1,2011
dynam portfolio cho,1,2011
labor incom,1,2011
life cycl,1,2011
stock alloc,1,2011
cluster standard error,1,2011
tunnel,1,2011
cross-sharehold,1,2011
pyramid,1,2011
expect hypothesi,1,2011
optim,1,2011
overconfid,1,2011
short squeez,1,2011
imbal,1,2011
repo,1,2011
money market,1,2011
product market,1,2011
limit particip,1,2011
polit pref,1,2011
analyst forecast,1,2011
knowledg of econom and financ,1,2011
financi sophist,1,2011
risk diversif,1,2011
sharehold activ,1,2011
sharehold heterogen,1,2011
manageri decis mak,1,2011
firm locat,1,2011
proxim to sharehold,1,2011
manageri bia,1,2011
long–short posit,1,2011
hedg,1,2011
ceo,1,2011
tobin q,1,2011
entrench,1,2011
ceo chair,1,2011
empire-build,1,2011
corpor financ,1,2011
vertic integr,1,2011
risk manag,1,2011
change-point,1,2011
cash,1,2011
asset-specif,1,2011
exposur,1,2011
default r,1,2011
learn from p,1,2011
credit risk premium,1,2011
negat stub valu,1,2011
cfo,1,2011
project financ,1,2011
equiti inc,1,2011
corpor board,1,2011
corpor growth,1,2011
certif,1,2011
credit constraint,1,2011
leverag buyout,1,2011
closed-form approxim,1,2011
stochast volatil,1,2011
option price theori,1,2011
tax avoid,1,2011
continuous-tim model,1,2011
financi fraud,1,2011
bank deregul,1,2011
agenc cost,1,2011
real invest,1,2011
expect return,1,2011
systemat risk,1,2011
q-theori,1,2011
cmbs,1,2011
conduit lend,1,2011
lemon discount,1,2011
credit spread,1,2011
valu of cash,1,2011
invest bank,1,2011
heterogen belief,1,2011
price inform,1,2011
oligopoli,1,2011
analyst,1,2011
surviv,1,2011
price impact,1,2011
heterogen ag,1,2011
optim portfolio,1,2011
pension,1,2011
bond,1,2011
valuat,1,2011
fair valu,1,2011
corpor bond fund,1,2011
loan modif,1,2011
mortgag,1,2011
equilibrium,1,2011
board committ,1,2011
extrem outcom,1,2011
intens monitor,1,2011
vertic divestitur,1,2011
go publ,1,2011
ipo wav,1,2011
factor analysi,1,2011
risk,1,2011
manageri inc,1,2011
director and offic liabil insur,1,2011
fund perform,1,2011
famili firm,1,2011
busi group,1,2011
strateg advi,1,2011
trade off theori,1,2012
defer compen,1,2012
pension,1,2012
cross-sect of stock return,1,2012
pension plan,1,2012
intertempor capm,1,2012
asset price model,1,2012
financi leverag,1,2012
tax benefit,1,2012
insid debt,1,2012
overreact,1,2012
credit crunch,1,2012
transpar,1,2012
measur error,1,2012
dynam capit structur,1,2012
trade-off theori,1,2012
institut,1,2012
factor model,1,2012
attent,1,2012
anchor,1,2012
debt-equ holder conflict,1,2012
investment-cash flow sensit,1,2012
municip bond,1,2012
intern,1,2012
ceo inc,1,2012
risk-seek behavior,1,2012
bond,1,2012
commod,1,2012
52-week high,1,2012
currenc,1,2012
futur market,1,2012
inflat,1,2012
expect profit,1,2012
import competit,1,2012
market and fund liquid,1,2012
entrepreneuri risk,1,2012
uncertainti,1,2012
busi cycl,1,2012
innov,1,2012
clear,1,2012
individu investor,1,2012
mutual fund tourna,1,2012
relat perform,1,2012
portfolio cho,1,2012
short-sal constraint,1,2012
condit volatil,1,2012
realiz volatil,1,2012
granger caus,1,2012
forecast evalu,1,2012
forecast combin,1,2012
market tim,1,2012
transitori compon,1,2012
institut investor,1,2012
structur financ,1,2012
financi innov,1,2012
bank perform,1,2012
behavior financ,1,2012
capit,1,2012
short-sal cost,1,2012
bank fragil,1,2012
complic process,1,2012
standalon,1,2012
conglom,1,2012
market frict,1,2012
fraud,1,2012
intern stock market,1,2012
fragil,1,2012
new media,1,2012
short sal,1,2012
corpor financ,1,2012
behavior consist theori,1,2012
ceo person leverag,1,2012
corpor leverag,1,2012
flow,1,2012
otc vs. exchang,1,2012
stock,1,2012
eigenfunct problem,1,2012
season equiti off,1,2012
varianc bound,1,2012
stochast discount factor,1,2012
korea,1,2012
outsid director,1,2012
audit committ,1,2012
board of director,1,2012
life cycl sav,1,2012
underreact,1,2012
dealer market,1,2012
institut invest,1,2012
collater loan oblig (clos),1,2012
technolog progress,1,2012
r&d invest,1,2012
physic invest,1,2012
specul,1,2012
short sel,1,2012
bear raid,1,2012
divis of gain,1,2012
product market relat,1,2012
three-factor model,1,2012
cdos,1,2012
four-factor model,1,2012
disagr,1,2012
expect equiti return,1,2012
growth opt,1,2012
perman compon,1,2012
collat,1,2012
barrier to entri,1,2012
counterparti credit risk,1,2012
social influenc,1,2012
stock market particip,1,2012
acquisit,1,2012
offer pric,1,2012
refer point,1,2012
behavior corpor financ,1,2012
entrench,1,2012
blockhold,1,2012
panic,1,2012
overpay,1,2012
social interact,1,2012
speed of adjust,1,2012
loan spread,1,2012
short-sal restrict,1,2012
option market,1,2012
spread relat to opt,1,2012
put-cal par,1,2012
arbitrag,1,2012
manag turnov,1,2012
target,1,2012
peer effect,1,2012
strateg allianc,1,2012
adjust cost,1,2012
earn manag,1,2012
sale and repurcha,1,2012
entrepreneurship,1,2012
destabil arbitrag,1,2012
volatil,1,2012
rate,1,2012
competit,1,2012
inform disclosur,1,2012
insur,1,2012
equiti inc,1,2012
systemat and idiosyncrat risk,1,2012
expropri risk,1,2012
foreign direct invest,1,2012
dynam contract,1,2012
subprim,1,2012
properti right,1,2012
principal-ag model,1,2012
polit risk,1,2012
product market competit,1,2012
import tariff,1,2012
bank loan,1,2012
lévi process,1,2012
time-chang lévi process,1,2012
stock market crash,1,2012
option pric,1,2012
self-enforc contract,1,2012
account,1,2012
geographi,1,2012
geograph disp,1,2012
locat,1,2012
commiss,1,2012
consum financi protect,1,2012
structur model,1,2012
systemat risk,1,2012
lobbi,1,2012
contribut,1,2012
bailout,1,2012
tarp,1,2012
collater loan oblig (clo),1,2012
corpor bank loan,1,2012
cross-sect asset pric,1,2012
ree model,1,2012
manageri ownership,1,2012
residu risk,1,2012
credit crisi,1,2012
investor behavior,1,2012
mortal risk,1,2012
privat inform,1,2012
liquid cost,1,2012
execut pay,1,2012
stock option vest,1,2012
manageri myopia,1,2012
ceo turnov,1,2012
financi advi,1,2012
credit default swap,1,2012
broker,1,2012
analyst report,1,2012
local,1,2012
home bia,1,2012
disposit effect,1,2012
due dilig,1,2012
select bia,1,2012
regulatori forbear,1,2012
canon correl analysi,1,2012
supplier,1,2012
relation-specif invest,1,2012
tournament inc,1,2012
firm risk,1,2012
corpor polici,1,2012
local bia,1,2012
anomali,1,2012
brokerag commiss,1,2012
expen,1,2012
capit structur,1,2012
race,1,2012
manageri discret,1,2012
corpor perform,1,2012
joint ventur,1,2012
spillov effect,1,2012
inform,1,2012
momentum rev,1,2012
volum,1,2012
crash,1,2012
board connect,1,2012
idiosyncrat risk premium,1,2012
capit budget,1,2012
dynam panel gmm estim,1,2012
compound poisson jump,1,2012
analyt filt,1,2012
fat tail,1,2012
bank deregul,1,2012
finance–growth nexus,1,2012
secur design,1,2012
mortgag back secur,1,2012
board independ,1,2012
board siz,1,2012
cluster and unclust network interim inform,1,2012
board structur,1,2012
bayesian econometr,1,2012
time-vari risk,1,2012
mispric,1,2012
bayesian,1,2012
q theori of invest,1,2012
empir asset pric,1,2012
predict of stock return,2,2012
valu and momentum,2,2012
default,2,2012
liquid constraint,1,2012
risk-tak inc,2,2012
issuer pay,1,2012
merton model,1,2012
bank lend,1,2012
liquid channel,1,2012
mortgag,1,2012
cost of capit,1,2012
econom of organ,1,2012
dealer,1,2012
beta,1,2012
affin term structur model,1,2012
expropri,1,2012
human capit,1,2012
asian financi crisi,1,2012
control sharehold,1,2012
cash flow right,1,2012
control right,1,2012
investor pay,1,2012
invest deci,1,2012
futur pric,1,2012
s&p,1,2012
intern financi market,1,2012
limit arbitrag,1,2012
moody\,1,2012
market integr,1,2012
equiti return predict,1,2012
capit illiquid,1,2012
securit bond,1,2012
financi distress,2,2012
perform,2,2012
inform trad,2,2012
endogen,2,2012
valu premium,2,2012
mutual fund,3,2012
hedg,3,2012
execut compen,3,2012
securit,3,2012
corpor bond,3,2012
trade,3,2012
financi constraint,3,2012
syndic loan,3,2012
financi cris,3,2012
leverag,3,2012
precautionari sav,3,2012
market effici,3,2012
option,4,2012
bank,4,2012
liquid,5,2012
return predict,5,2012
hedg fund,5,2012
financi crisi,6,2012
corpor govern,9,2012
return premium,1,2012
agenc conflict,2,2012
oper risk,2,2012
initi public off,2,2012
momentum,2,2012
predict,2,2012
cost of debt,2,2012
firm valu,2,2012
asset pric,2,2012
trade volum,2,2012
disclosur,2,2012
capit structur arbitrag,2,2012
risk premium,2,2012
contagion,2,2012
bankruptci,2,2012
merger,2,2012
investor senti,2,2012
sentiment,2,2012
system risk,2,2012
partial adjust,2,2012
stock return,2,2012
flight to qu,2,2012
regul,2,2012
manipul,2,2012
merger and acquisit,2,2012
bargain,2,2012
asymmetr inform,2,2012
moral hazard,2,2012
advers select,2,2012
crisi transmiss,1,2012
polit connect,2,2012
condit alpha,1,2012
forward bia,1,2012
polit geographi,1,2012
exchang r,1,2012
term structur,1,2012
polici risk,1,2012
return,1,2012
liquid provi,1,2012
pin,1,2012
futur,1,2012
option expir,1,2012
transact cost,1,2012
consumption-bas asset pric,1,2012
equiti premium,1,2012
incomplet market,1,2012
deriv,1,2012
commerci real estat,1,2012
credit r,1,2012
fals discoveri r,1,2012
fas 123r,1,2012
firm valuat,1,2012
insid,1,2012
short,1,2012
displac risk,1,2012
persist,1,2012
cmbx,1,2012
reit,1,2012
agenc theori,1,2012
book-to-market premium,1,2012
decis author,1,2012
locat deci,1,2012
riegle-n act,1,2012
communiti bank,1,2012
interst branch,1,2012
form adv,1,2012
sec,1,2012
manageri inc,1,2012
stage of capit,1,2012
cash hold,1,2012
common,1,2012
intern market,1,2012
bubbl,1,2012
share repurcha,1,2012
corpor liquid,1,2012
manageri hubri,1,2012
acquir return,1,2012
invest fraud,1,2012
short cov,1,2012
otc market,1,2012
diversif,1,2012
director turnov,1,2012
local think,1,2012
organiz structur,1,2012
director labor market,1,2012
subprim crisi,1,2012
macro factor,1,2012
intellig,1,2012
household financ,1,2012
trade perform,1,2012
capm,1,2012
asset price anomali,1,2012
hidden factor,1,2012
inform diffus,1,2012
foreign investor,1,2012
govern,1,2012
ownership structur,1,2012
excess control right,1,2012
loan pric,1,2012
credit qu,1,2012
polit valu,1,2012
lend outcom,1,2012
social connect,1,2012
portfolio deci,1,2012
sri,1,2012
sharehold vot,1,2012
nonparametr estim,1,2012
time-vari beta,1,2012
liquid risk,1,2012
strateg disclosur,1,2012
small busi lend,1,2012
initi return,1,2012
firm perform,1,2012
invest,1,2012
crisi,1,2012
financi institut,1,2012
momentum return,1,2012
limit to arbitrag,1,2012
idiosyncrat volatil,1,2012
carri trad,1,2012
polit contribut,1,2012
incent,1,2012
option backdat,1,2012
risk tak,1,2012
compen,1,2012
soft inform,1,2012
bank structur,1,2012
litig risk,1,2012
financi lib,1,2012
emerg stock market,1,2012
price delay,1,2012
survey forecast,1,2012
boundari of the firm,1,2012
ownership inc,1,2012
credit deriv,1,2012
technic trad,1,2012
physic measur,1,2013
investor recognit,1,2013
fluenci,1,2013
compani nam,1,2013
reserv ord,1,2013
asset growth,1,2013
book-to-market,1,2013
quota,1,2013
nonlinear inc,1,2013
expect return,1,2013
regress discontinu,1,2013
acquisit program,1,2013
limit order book,1,2013
g-index,1,2013
fund flow,1,2013
invest flow,1,2013
convex,1,2013
system risk,1,2013
household financ,1,2013
real estat,1,2013
govern ind,1,2013
gim,1,2013
e-index,1,2013
sharehold right,1,2013
analyst forecast,1,2013
entrench,1,2013
corpor board,1,2013
earn announc,1,2013
welfar,1,2013
cost of capit,1,2013
agenc problem,1,2013
household portfolio,1,2013
analyst,1,2013
irrc provi,1,2013
forecast error,1,2013
earn,1,2013
organiz form,1,2013
corpor allianc,1,2013
oil and gas product,1,2013
leas auct,1,2013
q-theori,1,2013
optim invest effect,1,2013
intern equiti market,1,2013
variance-swap pric,1,2013
voluntari clawback,1,2013
bank loan,1,2013
inform uncertainti,1,2013
style invest,1,2013
comov,1,2013
person tax,1,2013
individu ownership,1,2013
rate accuraci,1,2013
benchmark,1,2013
peer group,1,2013
credit suppli,1,2013
credit constraint,1,2013
corpor borrow,1,2013
bank relationship,1,2013
asset select,1,2013
underdiversif,1,2013
labor incom,1,2013
manageri entrench,1,2013
skew risk,1,2013
bank deregul,1,2013
volatil risk,1,2013
market cycl,1,2013
financ risk,1,2013
interbank risk,1,2013
libor,1,2013
interest rate swap,1,2013
corpor ownership,1,2013
east asia,1,2013
polit,1,2013
credit contract,1,2013
credit bureaus,1,2013
inform product,1,2013
safe asset,1,2013
content analysi,1,2013
lexicon,1,2013
term weight,1,2013
financi develop,1,2013
risk diversif,1,2013
leverag,1,2013
debt financ,1,2013
zero leverag,1,2013
financ deci,1,2013
low-leverag puzzl,1,2013
real opt,1,2013
long-run risk,1,2013
firm dynam,1,2013
privat plac,1,2013
anticipatori trad,1,2013
sharehold coordin,1,2013
basi spread,1,2013
mortgag,1,2013
cross sect,1,2013
time-vari invest opportun,1,2013
floor and cap,1,2013
forward martingal measur,1,2013
factor-mimick portfolio,1,2013
deriv,1,2013
inflat,1,2013
integr cost,1,2013
time between success d,1,2013
club bid,1,2013
joint bid,1,2013
takeov auct,1,2013
privat equ,1,2013
credit,1,2013
chapter 11 fil,1,2013
wealth transf,1,2013
equiti inc,1,2013
misreport,1,2013
earn manag,1,2013
restat,1,2013
sec enforc act,1,2013
qualiti invest,1,2013
privat compani,1,2013
corpor disclosur,1,2013
financi account,1,2013
disclosur regul,1,2013
performance-sensit debt,1,2013
credit-cliff dynam,1,2013
corpor financ,1,2013
investor protect,1,2013
legal environ,1,2013
law and econom,1,2013
prepay penalti,1,2013
invest shock,1,2013
paycheck frequenc,1,2013
commod futur,1,2013
lsap,1,2013
prefer habitat,1,2013
limit of arbitrag,1,2013
inequ,1,2013
asset return,1,2013
ceo,1,2013
compen,1,2013
dynam,1,2013
bargain,1,2013
smm,1,2013
high frequenc data,1,2013
leverag effect,1,2013
market microstructur noi,1,2013
latent volatil,1,2013
correl,1,2013
team,1,2013
coordin cost,1,2013
decis right,1,2013
perform,1,2013
clientel theori,1,2013
bubbl rid,1,2013
competit assign,1,2013
access to financ,1,2013
econom growth,1,2013
ownership structur,1,2013
european equiti market,1,2013
mutual fund perform,1,2013
affin jump-diffus model,1,2013
takeov,1,2013
quantit ea,1,2013
product,1,2013
yield curv,1,2013
probabl weight,1,2013
research and develop,1,2013
invest alloc,1,2013
firm characterist,1,2013
long-run stock return,1,2013
bhar,1,2013
wealth relat,1,2013
calendar time portfolio method,1,2013
stagger board,1,2013
takeov defen,1,2013
antitakeov provi,1,2013
proxi fight,1,2013
tobin\,1,2013
chanceri court,1,2013
determin of interest r,1,2013
airga,1,2013
market predict,1,2013
valuat ratio,1,2013
stock overvalu,1,2013
oper perform,1,2013
payday lend,1,2013
hyperbol discount,1,2013
self-control problem,1,2013
pay frequenc,1,2013
payday loan legisl,1,2013
time inconsist,1,2013
impli cost of capit,1,2013
product economi,1,2013
comput general equilibrium model,1,2013
south sea bubbl,1,2013
rank-depend util,1,2013
investment-bas asset pric,1,2013
wage,1,2013
financi intermedi,1,2013
growth opt,1,2013
macroeconom risk,1,2013
rate agenc,1,2013
certif,1,2013
dodd-frank act,1,2013
financi cris,1,2013
surviv,1,2013
polit activ,1,2013
inform cost,1,2013
individu investor,1,2013
geograph instru,1,2013
asset price anomali,1,2013
macro-fin term structur model,1,2013
ineffici of refinanc,1,2013
price kernel,1,2013
option-impli mo,1,2013
bookbuild,1,2013
s-1 file,1,2013
textual analysi,1,2013
financi glob,1,2013
high-wat mark (hwm),1,2013
alpha,1,2013
manag fe,1,2013
incent fe,1,2013
new money flow,1,2013
control right,1,2013
loan sal,1,2013
first-day return,1,2013
credit default swap,1,2013
credit spread puzzl,1,2013
asset manag,1,2013
market seg,1,2013
negat skew risk,1,2013
higher-ord mo,1,2013
skew,1,2013
kurtosi,1,2013
equiti premium,1,2013
variabl disast,1,2013
recurs pref,1,2013
stochast skew,1,2013
carri trad,1,2013
uncov interest pariti anomali,1,2013
liquid crisi,1,2013
global gam,1,2013
coordin failur,1,2013
inform structur,1,2013
option return,1,2013
market imperfect,1,2013
compens wage differenti,1,2013
no-arbitrag model,1,2013
nonparametr estim,1,2013
filter,1,2013
credit r,1,2013
excess control right,1,2013
bank debt,1,2013
public debt,1,2013
production-bas asset pric,1,2013
financi polici,1,2013
cash flow volatil,1,2013
brand,1,2013
cds,1,2013
institut frict,1,2013
track error constraint,1,2013
innov effici,1,2013
unemploy risk,1,2013
tax aggress,1,2013
fire sal,1,2013
lea,1,2013
stochast volatil,1,2013
long-run risk model,1,2013
legisl inc,1,2013
collat,1,2013
out-of-sampl,1,2013
vote,1,2013
volatil skew,1,2013
lobbi,1,2013
lend standard,1,2013
financi risk,1,2013
cross-bord financi institut,1,2013
high-frequ,1,2013
labor union,1,2013
currenc carri trad,1,2013
realiz volatil,1,2013
enforc,1,2013
regulatori reach,1,2013
adr,1,2013
central tendenc,1,2013
corpor invest,2,2013
contagion,2,2013
announc return,2,2013
ipo,2,2013
limit to arbitrag,2,2013
credit rate agenc,2,2013
initi public off,2,2013
idiosyncrat volatil,2,2013
gender,1,2013
jump,2,2013
citat,1,2013
investor bas,1,2013
attitud,1,2013
person trait,1,2013
risk-av,1,2013
debt,1,2013
manageri myopia,1,2013
investor att,1,2013
high-frequ data,1,2013
commod market,1,2013
stakehold theori,1,2013
short sel,1,2013
tangibl asset,1,2013
polit uncertainti,1,2013
govern polici,1,2013
risk premia,1,2013
growth,1,2013
young firm,1,2013
market ineffici,1,2013
lockup,1,2013
monitor,1,2013
sharehold activ,1,2013
futur pric,1,2013
season equiti off,1,2013
overconfid,1,2013
classifi board,1,2013
poison pil,1,2013
control sharehold,1,2013
issuanc,1,2013
ownership,1,2013
bond capit suppli uncertainti,1,2013
patent,1,2013
manag,1,2013
employ,2,2013
bank regul,2,2013
acquisit,3,2013
inform asymmetri,3,2013
institut investor,3,2013
board of director,3,2013
risk manag,3,2013
behavior financ,3,2013
securit,3,2013
corpor polici,3,2013
agenc cost,3,2013
delawar,3,2013
turnov,3,2013
valu premium,3,2013
financi constraint,3,2013
profit,4,2013
financi crisi,4,2013
market effici,4,2013
cash hold,4,2013
learn,4,2013
invest,4,2013
innov,5,2013
asset pric,5,2013
execut compen,5,2013
return predict,5,2013
hedg fund,6,2013
liquid,6,2013
mutual fund,6,2013
merger and acquisit,6,2013
capit structur,9,2013
corpor govern,16,2013
ventur capit,3,2013
ceo turnov,2,2013
merger,3,2013
short sal,2,2013
reput,2,2013
stock market particip,2,2013
option pric,2,2013
financi distress,2,2013
term structur,2,2013
regulatori arbitrag,2,2013
factor model,2,2013
uncertainti,2,2013
liquid risk,2,2013
hedg,2,2013
financi regul,2,2013
default risk,2,2013
firm valu,2,2013
market shar,2,2013
market tim,2,2013
subprim mortgag,2,2013
term structur of interest r,2,2013
general equilibrium,2,2013
privat firm,2,2013
equiti issuanc,2,2013
bubbl,2,2013
q theori,2,2013
crisi,2,2013
analyst coverag,2,2013
ceo compen,2,2013
secur lend,2,2013
bank,2,2013
credit risk,2,2013
human capit,2,2013
momentum,3,2013
report deci,1,2013
corpor bond,2,2013
privat,1,2013
allianc,1,2013
abnorm return,1,2013
ownership pyramid,1,2013
parent compani,1,2013
startup,1,2013
new firm,1,2013
access to capit,1,2013
strateg allianc,1,2013
labor cost,1,2013
polit connect,1,2013
famili ti,1,2013
rent extract,1,2013
local polit,1,2013
european union,1,2013
euro,1,2013
equiti market integr,1,2013
valuat differenti,1,2013
price discoveri,1,2013
equiti opt,1,2013
market microstructur,1,2013
put-cal par,1,2013
corpor payout,1,2013
dividend tax,1,2013
price bubbl,1,2013
firm distress,1,2013
stock market,1,2013
asset-back secur,1,2013
intern capit market,1,2013
entri,1,2013
flight to liquid,1,2013
financ frict,1,2013
recess,1,2013
credit spread,1,2013
risk-tak,1,2013
inventori invest,1,2013
real invest,1,2013
director labor market,1,2013
ceo inc,1,2013
career concern,1,2013
market anomali,1,2013
size,1,2013
valu,1,2013
tax haven,1,2013
corpor tax avoid,1,2013
liquid tim,1,2013
invest valu,1,2013
liquid react,1,2013
perform persist,1,2013
mispric,1,2013
dividend,1,2013
price pressur,1,2013
invest bank,1,2013
perform evalu,1,2013
adopt,1,2013
famili busi,1,2013
inherit abil,1,2013
japan,1,2013
success,1,2013
limit att,1,2013
resili,1,2013
debt renegoti,1,2013
busi group,1,2013
default,1,2013
agenc conflict,1,2013
riski borrow,1,2013
speed of adjust,1,2013
bank capit,1,2013
currency-rel risk factor,1,2013
predictability-bas decis rul,1,2013
conduit,1,2013
currenc volatil,1,2013
commod return,1,2013
structur invest vehicl (siv),1,2013
director and offic liabil insur,1,2013
loan spread,1,2013
cost of debt financ,1,2013
nexus of contract,1,2013
prospect theori,1,2013
disposit effect,1,2013
overpr,1,2013
earn announc premium,1,2013
intern,1,2013
behavior corpor financ,1,2013
govern spend,1,2013
capit alloc,1,2013
media,1,2013
long-memori and fraction cointegr,1,2013
polit cycl,1,2013
volatil risk premium,1,2013
input–output analysi,1,2013
trade credit,1,2013
realiz and option impli volatil,1,2013
rever,1,2013
excess cash,1,2013
corpor liquid,1,2013
capac constraint,1,2013
shadow bank,1,2013
corpor social respons (csr),1,2013
manageri model,1,2013
overvalu,1,2013
firm size effect,1,2013
asset-back commerci paper (abcp),1,2013
opinion diverg,1,2013
fama-macbeth regress,1,2013
dynam asset price estim,1,2013
empir financ,1,2013
govern,1,2013
corpor debt matur,1,2013
new list,1,2013
suppli effect,1,2013
market for execut,1,2013
stock select,1,2013
trade frenzi,1,2013
feedback effect,1,2013
merger wav,1,2013
bear raid,1,2013
financial-market run,1,2013
supervisori model,1,2013
inform,1,2013
board minut,1,2013
predict,1,2013
flow,1,2013
trade cost,1,2013
institut fund,1,2013
moral hazard,1,2013
mortgage-back secur,1,2013
contract theori,1,2013
employ contract,1,2013
lbos,1,2013
risk manag,1,2014
board regul,1,2014
corpor transpar,1,2014
commod pric,1,2014
financi distress,1,2014
airlin,1,2014
collat,1,2014
distress risk,1,2014
compen,1,2014
behavior genet,1,2014
disagr,1,2014
return volatil,1,2014
hyperbol discount,1,2014
welfar,1,2014
payday lend,1,2014
durat,1,2014
delta hedg,1,2014
limit to arbitrag,1,2014
bond return predict,1,2014
price discoveri,1,2014
invest bia,1,2014
manageri entrench,1,2014
option,1,2014
transit densiti funct,1,2014
investor senti,1,2014
mortgage-back secur,1,2014
spurious regressor,1,2014
cds,1,2014
bond market effici,1,2014
polit align between top manag and director,1,2014
firm valu,1,2014
board independ,1,2014
order flow,1,2014
corpor fraud,1,2014
foreign exchang opt,1,2014
crash risk,1,2014
skew,1,2014
valuat,1,2014
entrepreneuri entri,1,2014
entrepreneuri perform,1,2014
risk tol,1,2014
risk av,1,2014
stock market particip,1,2014
forward premium anomali,1,2014
market structur,1,2014
vix,1,2014
manageri learn,1,2014
elder,1,2014
ceo optim,1,2014
compens contract,1,2014
liquid common,1,2014
invest by politician,1,2014
lend,1,2014
renegoti,1,2014
bank,1,2014
credit line revoc,1,2014
myopic extrapol,1,2014
abandon,1,2014
signal,1,2014
reput,1,2014
profit,1,2014
refinanc point,1,2014
cross-sect of return,1,2014
announc,1,2014
manag alloc,1,2014
numer techniqu,1,2014
perform,1,2014
real opt,1,2014
mortgag refinanc,1,2014
retir incom,1,2014
politicians–firm relat,1,2014
peer,1,2014
inform trad,1,2014
predict regress,1,2014
anomali perform,1,2014
financ constraint,1,2014
credit,1,2014
bond rat,1,2014
corpor invest,1,2014
vest period,1,2014
annuiti,1,2014
bid-ask spread,1,2014
trade volum,1,2014
valu of inform,1,2014
inform diffus,1,2014
percol,1,2014
media coverag,1,2014
drug approv,1,2014
polit of financi market,1,2014
govern contract,1,2014
uncertainti,1,2014
market mak,1,2014
option pric,1,2014
mutual fund perform,1,2014
univers quadratur,1,2014
deriv,1,2014
regul,1,2014
stock ownership,1,2014
pension fund,1,2014
tax-deferr,1,2014
activ fund,1,2014
dividend tax,1,2014
index fund,1,2014
credit spread,1,2014
equiti premium,1,2014
volatil compon,1,2014
commod basi,1,2014
downsid risk,1,2014
equiti cross sect,1,2014
distress,1,2014
lobbi,1,2014
fund flow,1,2014
payout polici,1,2014
special dividend,1,2014
price distort,1,2014
stimulus,1,2014
polit economi,1,2014
the split-shar structur reform,1,2014
skill,1,2014
ventur capit,1,2014
